channel_id,channel_title,sensitive_score,churn_prob,stagnation_prob,volatility_prob,regularity_score,active_viewer_score,traffic_risk,reputation_risk,fandom_risk,risk,rank
UC5Oq6jxwXcIHMAnKvOluWcg,안스타,0.1,0.007,0.112,0.916,0.6059,0.607,0.357275,0.1,0.607,0.457913,C
UCH89iJse_8YRE31xtiu1byQ,땅끝마을 임선생,0.1,0.011,0.758,0.004,0.7953,0.6089,0.244425,0.1,0.6089,0.449597,C
UCZqc8nSj23NniJUATtVPY1g,서정아의 건강밥상 SweetPeaPot,0.1,0.073,0.969,0.0,0.5782,0.6072,0.36595,0.1,0.6072,0.455405,C
UC-okJdotaXPlzivRzHFqzuA,인피쉰,0.1,0.003,0.844,0.0,0.9319,0.6066,0.228775,0.1,0.6066,0.475002,D
UCljC_51FZKtUBh7vn3yF-Og,시골 언니 아유미田舎の姉あゆみch,0.0933,0.268,0.608,0.194,0.5586,0.3748,0.37785,0.0933,0.3748,0.362825,B
UCpK0ae9lWdtyDi9Cdc1Fqeg,ぱく家(박가네),0.0933,0.006,0.07,0.0,0.7906,0.3646,0.07135000000000001,0.0933,0.3646,0.263495,A
UCPxCAB6hvZw20ckLaIFxUJQ,SPOiler 스포일러,0.0933,0.006,0.114,0.047,0.7418,0.6074,0.1063,0.0933,0.6074,0.36589,B
UCfIUuMA7U_jImP7oWfTe4Pw,이상호,0.0933,0.004,0.096,0.0,0.6719,0.606,0.10702499999999998,0.0933,0.606,0.348218,A
UC2WbWQ3tQNeCRyXBsAeqWhw,빅민 GAME,0.0933,0.873,0.039,0.118,0.5936,0.6063,0.3591,0.0933,0.6063,0.4548,C
UCdSMuXiaeoHUqLXlPF9s-Og,코구CoGu,0.0933,0.006,0.064,0.803,0.6433,0.613,0.307425,0.0933,0.613,0.444068,C
UCqFt6raBlXK-qJCWsTKW62A,코브,0.0933,0.031,0.018,0.011,0.4617,0.6076,0.149575,0.0933,0.6076,0.317583,A
UCFaADzZrWpVm6u7LKob75Iw,이환,0.0933,0.889,0.093,0.043,0.4298,0.6074,0.3988,0.0933,0.6074,0.43414,B
UCHHaqYhO5hbqx4x3f96xJaQ,머니스웨거 Money Swagger,0.0933,0.165,0.8,0.954,0.4167,0.6102,0.625575,0.0933,0.6102,0.545373,D
UCqX4HxMPVdAsvfd9BC-C2wQ,cvMax,0.0933,0.943,0.013,0.08,0.4029,0.8819,0.408275,0.0933,0.8819,0.541953,D
UCUfqoN5sUGAVXcmEe3CHKEQ,조제알통,0.0933,0.88,0.988,0.991,0.3748,0.6109,0.87105,0.0933,0.6109,0.657915,F
UCgQo0Aovff6pyuU7pY70vgA,파비생제르망,0.0933,0.889,0.128,0.964,0.5689,0.3754,0.6030249999999999,0.0933,0.3754,0.478228,D
UCGAaUaRRUAnbz3W8XM2QaDw,기자형의인터뷰tv,0.0933,0.182,0.916,0.0,0.8161,0.2045,0.320475,0.0933,0.2045,0.330393,A
UC9dDP1j40hd0YfjaGClE6lw,supershinstudio,0.0933,0.005,0.038,0.033,1.0,0.6053,0.019,0.0933,0.6053,0.38595,B
UCsrbCXItyb8kPHFz3TVI5Vw,이상한나라의청소부,0.0933,0.878,0.008,0.018,0.5883,0.6037,0.328925,0.0933,0.6037,0.437348,C
UClQh-fomLym80liSi2-jaeQ,백년밥상TV,0.0933,0.006,0.981,0.001,0.778,0.6029,0.3025,0.0933,0.6029,0.47124,C
UCc6S1D-Qu_lv2uQ6CfkBriw,김영철 오리지널 ,0.0933,0.005,0.048,0.995,0.6417,0.8672,0.35157499999999997,0.0933,0.8672,0.567423,F
UCNR3K4HA6LyO9tz0oZoSJIA,백수골방,0.0933,0.216,0.857,0.036,0.735,0.3601,0.3435,0.0933,0.3601,0.38387,B
UCQmu3URPR1PXJUZPQTD4QZQ,희극인즈,0.0933,0.006,0.992,0.991,0.5842,0.607,0.6012,0.0933,0.607,0.57378,F
UC69uMhRJcUnvMnMxKT2SS0w,봉준,0.0933,0.02,0.877,0.004,0.5907,0.8664,0.327575,0.0933,0.8664,0.542353,D
UChXOKeqCxhM3AjyNb7rAAOw,라이브렉스 LiveREX,0.0933,0.01,0.091,0.016,0.7168,0.6072,0.10005,0.0933,0.6072,0.356435,B
UCY9xJsqGnLk65xsEtnyBBjw,유기사,0.0933,0.115,0.176,0.98,0.6713,0.8745,0.399925,0.0933,0.8745,0.601918,F
UCPTy0BNqiv-0SdAvFgrXvXg,매경 자이앤트,0.0933,0.003,0.979,0.867,0.8138,0.6027,0.5088,0.0933,0.6027,0.58326,F
UCcfz-8gGDYJfaRHYD7kkQpw,카랑Karang,0.0933,0.006,0.041,0.14,0.7991,0.606,0.09697499999999999,0.0933,0.606,0.374993,B
UCFITKqW12636TGi-BfQzVaA,오카 영상툰,0.0933,0.89,0.981,0.988,0.4074,0.6076,0.8629,0.0933,0.6076,0.66067,F
UCJmsB6NAU0sp2htDL4KmX0A,전략적죽음,0.0933,0.005,0.94,0.0,0.7572,0.8654,0.29695,0.0933,0.8654,0.568265,F
UCzoP3s16B9hP7f_qIc6DReQ,쵸쵸우,0.0933,0.003,0.061,0.994,0.8059,0.6072,0.313025,0.0933,0.6072,0.485197,D
UCIsrVj53L57rcLAPOre4Xhg,말량,0.0867,0.006,0.922,0.0,0.6659,0.6066,0.315525,0.0867,0.6066,0.450548,C
UCi-0jmyw3x6efk090BAVfxA,이렐킹 IRELKING,0.0867,0.006,0.052,0.0,0.7094,0.6082,0.08714999999999999,0.0867,0.6082,0.347875,A
UCnMhzw7xYMl6LJpM0au6vqw,김된모,0.0867,0.004,0.109,0.0,0.7584,0.6085,0.08865,0.0867,0.6085,0.360995,B
UCYwV9dJhAQSFrFU9JyQ5t1g,PAPADOG,0.0867,0.903,0.013,0.009,0.531,0.3571,0.34850000000000003,0.0867,0.3571,0.33351,A
UCysO8h0ZdipoFZd-2-EZ4uQ,놀라운부동산,0.0867,0.006,0.794,0.234,0.6206,0.3567,0.35335,0.0867,0.3567,0.358175,B
UC3ZQbE9FKR8TwHYqTNcIXQQ,HOONION,0.0867,0.006,0.983,0.003,0.5879,0.3573,0.35102500000000003,0.0867,0.3573,0.349078,A
UCZTjbqrV3s1zIWfEqliBhYA,방구석 리뷰룸,0.0867,0.005,0.028,0.003,0.7346,0.6064,0.07535,0.0867,0.6064,0.347555,A
UCgY7PwYABVXoOWk8K_zODGQ,인싸가족,0.0867,0.003,0.955,0.264,0.7673,0.6104,0.36367499999999997,0.0867,0.6104,0.501493,D
UCzxXBQnJy9guqVNM6KXi0Ig,Tina from Korea,0.0867,0.116,0.879,0.944,0.633,0.6157,0.5765,0.0867,0.6157,0.57645,F
UC84IlgY5HIzxKBZOt8XM5UA,MPLAY : 엠플레이,0.0867,0.003,0.994,0.996,0.8837,0.6061,0.5273249999999999,0.0867,0.6061,0.610698,F
UC1dG3vI9FfHnH3YgyeKUz_A,저라뎃 JUSTLIKETHAT,0.0867,0.008,0.056,0.0,0.7922,0.6053,0.06795,0.0867,0.6053,0.357815,B
UCMWB0dvewE3GvekVtE9_qzQ,it템 실화냐,0.0867,0.031,0.001,0.99,0.7733,0.6061,0.312175,0.0867,0.6061,0.475522,D
UCGIGoUoJpPlh62Sw9gVCBBA,MIHO [TV],0.0867,0.004,0.107,0.011,0.7958,0.6182,0.08155000000000001,0.0867,0.6182,0.370675,B
UCvEMEaGBcZLA0v6ZH3aqhWg,웃긴영상,0.0867,0.936,0.213,0.0,0.3747,0.8823,0.443575,0.0867,0.8823,0.552053,D
UCvnVUhn95YfQazC_bc2lU6w,자유부인 한가인,0.0867,0.012,0.062,0.994,0.6585,0.8681,0.352375,0.0867,0.8681,0.571723,F
UCHsNxA14lzqnrm0mW7GQIXA,자몽티비,0.0867,0.045,0.822,0.0,0.396,0.6057,0.36775,0.0867,0.6057,0.408825,B
UCgT-gb3favw2jQgwxbbwwaA,잡상싱,0.0867,0.003,0.06,0.001,0.7951,0.6111,0.067225,0.0867,0.6111,0.360497,B
UCO7g158NWgLyn98z8v3zduA,코딩하는거니,0.0867,0.869,0.002,0.995,0.4476,0.6106,0.6046,0.0867,0.6106,0.54211,D
UCd-IK0i2NpWWn8y9Y7yJJIA,로블록스 선생님,0.0867,0.003,0.071,0.952,0.7433,0.6143,0.32067500000000004,0.0867,0.6143,0.475552,D
UCLrjR9vlX2lOmFxjYQKEj7A,인도네시아를 그리다,0.0867,0.087,0.048,0.007,0.5705,0.6133,0.142875,0.0867,0.6133,0.343052,A
UCuh6Br1vzgo1LivYgKvno5Q,아이템의 인벤토리,0.0867,0.132,0.85,0.002,0.7734,0.6148,0.30265,0.0867,0.6148,0.474265,C
UC4lTOi1_KvQO4olu3403wIA,세탁설 setaksul,0.0867,0.004,0.96,0.014,0.7288,0.6037,0.3123,0.0867,0.6037,0.4635,C
UCC1aXzKxN1P3WcpTh84-1OQ,혜성,0.0867,0.005,0.863,0.119,0.6383,0.6027,0.337175,0.0867,0.6027,0.452913,C
UClJ9CeMHx3ypdPckkYTobEA,일본인스타시오리しおり,0.0867,0.415,0.05,0.845,0.4763,0.3624,0.458425,0.0867,0.3624,0.376918,B
UCtfriFvIe5gIe8wRWb8UTMg,이과장,0.0867,0.041,0.83,0.008,0.7866,0.6112,0.2731,0.0867,0.6112,0.46135,C
UCrBAMAnRYqG_EuD7TVzkQLQ,제이치핏 Jay itchy feet,0.0867,0.134,0.088,0.061,0.7985,0.87,0.12112500000000001,0.0867,0.87,0.491858,D
UCPll9ZfV8mThBCT1qKTeQZQ,캠핑제국 Camping Empire,0.0867,0.003,0.814,0.978,0.7181,0.6031,0.519225,0.0867,0.6031,0.564048,D
UCDiohkMMUnwCMz8ZCJFT-cg,감자매 Potato sister,0.0867,0.006,0.952,0.0,0.815,0.6155,0.28575,0.0867,0.6155,0.476495,D
UCNbUh4ETUOSNq0HMMVjhieQ,김채호의 필름찢기,0.0867,0.03,0.886,0.031,0.7216,0.3648,0.30635,0.0867,0.3648,0.363165,B
UC8XBJqUhyTHJMmmH42L9SzA,주식급등정보,0.0833,0.059,0.076,0.001,0.4082,,0.18195,0.0833,,,
UC4dJi_ZE2tvlSry68GukPYw,123 GO! FOOD Korean,0.08,0.905,0.793,0.005,0.7649,0.6036,0.484525,0.08,0.6036,0.557928,D
UCR5eP4-RruOu2KQE-bUoCcA,써니,0.08,0.008,0.118,0.988,0.6553,0.8853,0.36467499999999997,0.08,0.8853,0.583282,F
UCqU_tyJmNZyCNcpcQubt24w,김승현 안피디의 스포일러,0.08,0.042,0.827,0.04,0.7414,0.3584,0.29190000000000005,0.08,0.3584,0.35766,B
UCJ8jC48ottslqAb5K4M9DAA,하수구의제왕,0.08,0.005,0.309,0.0,0.7686,0.6048,0.13635000000000003,0.08,0.6048,0.385245,B
UCnv3jKQ1xEc15SRWhyIIgjg,효자손,0.08,0.003,0.774,0.993,0.7568,0.8746,0.5033,0.08,0.8746,0.67369,F
UCIn1p2ZbhOo8fyZp1S60uGg,백지영 Baek Z Young,0.08,0.006,0.995,0.992,0.5002,0.611,0.6232,0.08,0.611,0.56405,D
UC79RNqux_lKYaXWoazNTuFQ,미선짱,0.08,0.004,0.917,0.258,0.7567,0.6135,0.355575,0.08,0.6135,0.495363,D
UCkV_ZgwCFlAvUIu4k0UBBaQ,Rush,0.08,0.931,0.991,0.074,0.3659,0.6061,0.657525,0.08,0.6061,0.545678,D
UC4i0dvptG3PokPjMx6r1zNQ,수닝유튜브,0.08,0.006,0.032,0.006,0.6933,0.6118,0.08767499999999999,0.08,0.6118,0.344883,A
UCIXvXBYSc9fQ7Ri5SM1r8xA,라이너의 컬쳐쇼크,0.08,0.174,0.008,0.107,0.5891,0.3607,0.174975,0.08,0.3607,0.262043,A
UCJMMSPO-0YnhxRWfGOPmqvA,현주zutube,0.08,0.267,0.995,0.945,0.5322,0.6085,0.6687,0.08,0.6085,0.5938,F
UCPp6kLLWggTuACsQwFibg8A,수피,0.08,0.032,0.225,0.0,0.7945,0.6107,0.115625,0.08,0.6107,0.383718,B
UCK1B7KLih3kE1Iy0SCBDzkQ,스간TV,0.08,0.005,0.927,0.0,0.7215,0.605,0.30262500000000003,0.08,0.605,0.456688,C
UC2CjODHrJfDAoiT6zoNndYQ,송숲 세계여행 songforest,0.08,0.211,0.268,0.0,0.8016,0.3747,0.16935,0.08,0.3747,0.317955,A
UCcgCkpS7T7yXztF30hzy8DQ,준등,0.08,0.932,0.992,0.008,0.4176,0.3658,0.6286,0.08,0.3658,0.44802,C
UCLXSj8Q2mnL2XbBgRdTPiMQ,하얀귤,0.08,0.006,0.006,0.946,0.6745,0.868,0.320875,0.08,0.868,0.559262,D
UCtupKg-bVtyq2oWNQnLLCeA,홍고고 HONGGOGO,0.08,0.338,0.002,0.996,0.4793,0.8697,0.464175,0.08,0.8697,0.582793,F
UCAGUSx1hbPKDqzBZH7bTjiA,아구 TV,0.08,0.003,0.051,0.001,0.8404,0.605,0.05364999999999999,0.08,0.605,0.361925,B
UCf7dAuLcfkHLkYupK1jCegA,EMK MUSICAL,0.08,0.149,0.984,0.958,0.5486,0.6125,0.6356,0.08,0.6125,0.58295,F
UCbKWDZTrZuz1yRCHLqq0wnw,세부필리핀 초이 사장 Owner Choi,0.08,0.258,0.991,0.0,0.7013,0.3718,0.386925,0.08,0.3718,0.400508,B
UCMKeK9fTHvlTLypdLRh3cUw,GuzalTV 구잘TV,0.08,0.005,0.94,0.176,0.7703,0.369,0.337675,0.08,0.369,0.392012,B
UCyi9eZCavFN5P6GQVokRiQg,튜나,0.08,0.223,0.968,0.087,0.7643,0.3664,0.378425,0.08,0.3664,0.409848,B
UCI12997XPVFXSXrHeqZwTLw,맛삼인,0.08,0.006,0.021,0.159,0.7152,0.3609,0.11770000000000001,0.08,0.3609,0.26501,A
UCbt557PsOnMaspiSUjuSVVw,빅윈,0.08,0.072,0.046,0.004,0.6799,0.6054,0.11052500000000001,0.08,0.6054,0.350398,A
UCVE-zq_yK_InhsVaJPQEttw,캡틴라미[captain ramy],0.08,0.04,0.016,0.899,0.5863,0.6034,0.342175,0.08,0.6034,0.442023,C
UCbypT5enDzdGE7cLEY19WiA,환경스페셜,0.08,0.003,0.054,0.995,0.9052,0.6045,0.2867,0.08,0.6045,0.49445,D
UCdMevbThDzHEbiqu0MhyfAQ,나라카일,0.08,0.448,0.738,0.9,0.4025,0.6082,0.6708749999999999,0.08,0.6082,0.562342,D
UCNJXpjYQ2BnPtVtUd576KBA,고니두욘몬 Goniduyonmon,0.08,0.003,0.209,0.0,0.8161,0.6041,0.09897499999999998,0.08,0.6041,0.378153,B
UCLDV9mI3tOQCrdPUWjogQZA,Kevin's Military Channel : KKMD !,0.08,0.005,0.042,0.0,0.8005,0.3678,0.061625,0.08,0.3678,0.261057,A
UC-mTngidALJqbjUcTyZMZ8Q,희재 HEEJAE,0.08,0.215,0.973,0.0,0.6586,0.6119,0.38234999999999997,0.08,0.6119,0.483585,D
UCGkkuuFlPzYrlWobq1mOO_Q,근성마톡,0.08,0.015,0.98,0.995,0.6469,0.8694,0.5857749999999999,0.08,0.8694,0.685372,F
UCrpoE9e2-eWcj8AYvwYdebw,에드머 Edmmer,0.08,0.004,0.891,0.0,0.7038,0.6078,0.2978,0.08,0.6078,0.45097,C
UCSdz4cIYVjtBb3_AuTR6LLg,Topic,0.08,0.004,0.114,0.993,0.867,0.6065,0.311,0.08,0.6065,0.49785,D
UCTnafh2iyIWh7MhcGBmGU0g,놀라운 토요일 Amazing Saturday,0.08,0.003,0.023,0.971,0.6724,0.3584,0.33115,0.08,0.3584,0.360035,B
UC1rVspUVgsWRqvSPGe7mSRQ,특종세상 - 그때 그 사람,0.08,0.003,0.005,0.859,0.9319,0.6037,0.233775,0.08,0.6037,0.474343,D
UCDITZg2t7QPjwx_CYFmP_aw,모르는지,0.08,0.021,0.004,0.321,0.6913,0.6096,0.16367500000000001,0.08,0.6096,0.381503,B
UCsAoexnLeGwRym2DmjNRPUw,DOCLIP :: 두클립,0.08,0.005,0.281,0.085,0.6878,0.6062,0.1708,0.08,0.6062,0.38283,B
UC9dFUbTR3tqQgnkFs_GUsAg,빡다혜dahye,0.08,0.005,0.946,0.857,0.719,0.8802,0.52225,0.08,0.8802,0.675955,F
UCzuC9opEFJ7HX2vgToeFwdg,주식랠리정보TV,0.08,0.024,0.018,0.044,1.0,,0.0215,0.08,,,
UCs0LzOveQMLImmmTrMmP2sg,채널 명예훈장,0.08,0.007,0.01,0.036,0.6834,0.6047,0.0924,0.08,0.6047,0.34193,A
UChujA7UWSFYp-ytM0n-ODoA,에이트 ATE,0.08,0.006,0.971,0.994,0.6137,0.6061,0.589325,0.08,0.6061,0.573527,F
UC2wEx1iKCgXNliHYNDxIh2A,빼밀리,0.08,0.003,0.284,0.992,1.0,0.6025,0.31975,0.08,0.6025,0.533875,D
UCUQVGXF4U-PupGCPdIRX4Qw,스포츠머그 - SPORTSMUG,0.08,0.003,0.026,0.883,0.8235,0.6044,0.272125,0.08,0.6044,0.466698,C
UCzfheU-SqElfaQXwOzv8yGA,신지우 shinjiwoo,0.08,0.005,0.918,0.001,0.7787,0.3617,0.28632500000000005,0.08,0.3617,0.365517,B
UCWJ-2Qht_-dwHpB831FAF1g,휘토피아 htopia,0.08,0.139,0.966,0.001,0.7536,0.8728,0.33809999999999996,0.08,0.8728,0.58957,F
UC-8S20Ll1gzPiu_YY8BgyaQ,캐인유튜브,0.08,0.003,0.855,0.001,0.7716,0.6093,0.27185000000000004,0.08,0.6093,0.455545,C
UCWVCESey93cvp8xs0aP6TBQ,유성,0.08,0.004,0.88,0.002,0.7692,0.3609,0.2792,0.08,0.3609,0.35926,B
UCrfqKR--XsVWIcFA24YbC8Q,앵그리팁,0.0762,0.056,0.008,0.964,0.3665,0.6046,0.415375,0.0762,0.6046,0.423772,B
UCcWXeluvExN8-eo_5KFfyjw,버미쌤,0.0733,0.02,0.809,0.993,0.8116,0.6101,0.5026,0.0733,0.6101,0.58057,F
UCa8kktUkK9JWZQoudZ_o5pg,Tacosama 타코사마,0.0733,0.005,0.093,0.001,0.6313,0.6137,0.116925,0.0733,0.6137,0.344098,A
UCDYdwDXhbVZXkdV6kZn-0IQ,심킹 (ABYSSKIMG),0.0733,0.931,0.805,0.991,0.4077,0.6111,0.829825,0.0733,0.6111,0.643607,F
UCLAgUdDB5AacEGtPqyTBD0w,드립팩토리 [Dlib Factory],0.0733,0.041,0.02,0.952,0.6827,0.6077,0.33257499999999995,0.0733,0.6077,0.462373,C
UCmcBe97VA2LqVEQUeeZl6Ew,팔차선 [8LJAYWALKING],0.0733,0.005,0.061,0.0,0.8275,0.6082,0.059625,0.0733,0.6082,0.362297,B
UCJOkzVhjoJL9W_6m5VDeIpw,엄태웅TV,0.0733,0.033,0.969,0.007,0.4662,0.8678,0.3857,0.0733,0.8678,0.53885,D
UCpvkqYCqk2huuMcJsEuiY5g,드파밍,0.0733,0.004,0.883,0.0,0.6847,0.8707,0.30057500000000004,0.0733,0.8707,0.552072,D
UCEI5S-nUp2YyYsp91zhygmg,이지무비: Easy Movie,0.0733,0.178,0.022,0.004,0.5473,0.6047,0.164175,0.0733,0.6047,0.343122,A
UCa3XfT_AccZCELBLC913oEg,유유타이거,0.0733,0.004,0.933,0.992,0.7435,0.884,0.546375,0.0733,0.884,0.694993,F
UCah-d4pYWd5UT6xFbUZgFtg,스튜디오 훜 : STUDIO HOOK,0.0733,0.029,0.89,0.996,0.6203,0.6041,0.573675,0.0733,0.6041,0.565882,F
UCmJ4DkPFPzjR2TkJ7lXSQWw,윤루트,0.0733,0.008,0.093,0.981,0.594,0.6043,0.372,0.0733,0.6043,0.45855,C
UCunQJrd9yphZEH0Etwjnabw,스맵,0.0733,0.006,0.643,0.0,0.4612,0.6075,0.29695,0.0733,0.6075,0.389105,B
UCym5538xAEEppbridXozfgw,wavve 웨이브,0.0733,0.003,0.048,0.996,1.0,0.3589,0.26175,0.0733,0.3589,0.406765,B
UC2aMxQN1ufDytsl6c-keLhA,김태원클라쓰,0.0733,0.1,0.983,0.996,0.3845,0.8768,0.6736249999999999,0.0733,0.8768,0.665987,F
UC3x4kJfS_TtyS1m9JbeKgvA,히피이모 hippie,0.0733,0.055,0.855,0.0,0.5741,0.3693,0.333975,0.0733,0.3693,0.340562,A
UCFt6SlUqvKDCwva8nzTBXUQ,MariAndGames,0.0733,0.916,0.962,0.982,0.4148,0.6084,0.8613000000000001,0.0733,0.6084,0.66004,F
UCKkxVSUMRvmvAXMNzjI03Ag,배꼽빌라,0.0733,0.916,0.168,0.004,0.3823,0.6086,0.42642500000000005,0.0733,0.6086,0.434558,B
UCIJswzd07JQofhj7MpRBjKQ,THIRD[롤 백과사전],0.0733,0.003,0.988,0.023,0.868,0.6095,0.2865,0.0733,0.6095,0.48638,D
UC30j37FNLZvJy1LHiQed9lw,에이미Amy,0.0733,0.007,0.919,0.788,0.6675,0.6106,0.511625,0.0733,0.6106,0.549257,D
UCVmFthSi0wHDMQ9DUld6k_Q,센터로드TV,0.0733,0.003,0.982,0.911,1.0,0.6053,0.474,0.0733,0.6053,0.61145,F
UCjpCOkHkUwjCiX5DvA78Ltw,편의점 클라쓰e,0.0733,0.925,0.006,0.981,0.759,0.6122,0.53825,0.0733,0.6122,0.586085,F
UCgHyIDZJwTj1_spbMA1am-g,hanabono하나보노,0.0733,0.005,0.01,0.018,0.7845,0.6054,0.06212500000000001,0.0733,0.6054,0.351678,A
UCftXk2n3io6hMik2uP-0_1Q,알콩할미네 집밥,0.0733,0.005,0.932,0.77,0.6874,0.6068,0.5049,0.0733,0.6068,0.54935,D
UCQ4580El_76qW17Sw987BmA,백나른,0.0733,0.004,0.776,0.001,0.7244,0.6081,0.26415,0.0733,0.6081,0.438745,C
UC7Y_6b9EIzOjsQNnmFN7Kew,새니 SENI,0.0733,0.005,0.757,0.006,0.6391,0.6089,0.282225,0.0733,0.6089,0.426778,B
UCX3R_qGq_cePzu9yvwJ_iRw,CARTOON COFFEE,0.0733,0.919,0.992,0.0,0.3727,0.6052,0.634575,0.0733,0.6052,0.534872,D
UCU8H8oODmFTD2YqFvCCdQ6w,리드무비,0.0733,0.895,0.993,0.99,0.5708,0.6127,0.8268,0.0733,0.6127,0.68351,F
UCkwRQReFyYUHzPqGk5vO7Tg,랜딩LANDING,0.0733,0.005,0.213,0.988,0.459,0.6051,0.43674999999999997,0.0733,0.6051,0.457495,C
UCdIzFAOOMD6MI_8GssyJqnQ,박담채DAMCHAE,0.0733,0.339,0.953,0.039,0.6753,0.6062,0.413925,0.0733,0.6062,0.500598,D
UCJ_2psysfQ6VY3phokvdR5A,"짧고, 굵게",0.0733,0.096,0.006,0.049,0.3886,0.6137,0.1906,0.0733,0.6137,0.32026,A
UCSWLx_GQlGADYipEyXF2Mxg,잡초,0.0733,0.211,0.994,0.779,0.3987,0.6118,0.646325,0.0733,0.6118,0.549887,D
UCpajTgJCEHEVzQ79phzOSoA,하이예나 Hiyena,0.0733,0.098,0.004,0.051,0.7249,0.6044,0.10702500000000001,0.0733,0.6044,0.358828,B
UCGrAnVVgQY66l9XHIzPxQEw,Grrr,0.0667,0.007,0.31,0.016,0.6145,0.603,0.17962499999999998,0.0667,0.603,0.366308,B
UCZ0bi2aVJngKLwFTU5g_fLQ,김성회의 G식백과,0.0667,0.006,0.123,0.001,0.7333,0.3595,0.09917500000000001,0.0667,0.3595,0.258383,A
UCVZI7eLie2UlZph6aiBRNrw,이석현,0.0667,0.004,0.95,0.0,0.6673,0.6039,0.321675,0.0667,0.6039,0.450893,C
UCGX6j1r9m1xjOIMEhRqZNkQ,Mina's TV 미나네TV,0.0667,0.897,0.001,0.98,0.4339,0.6065,0.611025,0.0667,0.6065,0.538258,D
UCG_cznJui7UMPYbPBLp8vOw,홍석천의 보석함 ,0.0667,0.005,0.12,0.214,0.6357,0.6042,0.17582499999999998,0.0667,0.6042,0.370188,B
UCRDowcnvz5ZVh-3NVAdfiqg,달수네라이브,0.0667,0.004,0.852,0.0,0.9319,0.3566,0.231025,0.0667,0.3566,0.372798,B
UCU-7SdeUYlujznoTRHDttew,123 GO! Korean Multi,0.0667,0.032,0.957,0.993,0.5265,0.6014,0.613875,0.0667,0.6014,0.560793,D
UCeudxdJJ4VtlP43Pv9l7f-A,오메킴TV,0.0667,0.867,0.976,0.0,0.8101,0.6096,0.5082249999999999,0.0667,0.6096,0.582148,F
UCi38W5tDHRB9CYMSYIKColQ,스밍스,0.0667,0.009,0.11,0.183,0.6707,0.6042,0.157825,0.0667,0.6042,0.369938,B
UChr2Yvl1kepJWL2Q8sX2Udg,로즈픽스rosefix,0.0667,0.052,0.072,0.0,0.7714,,0.08815,0.0667,,,
UChnfOZtjny0KBSVkfS9nwsg,후랭이TV,0.0667,0.004,0.954,0.594,1.0,0.3584,0.388,0.0667,0.3584,0.46903,C
UC9Amgn24YSvlyzKWynKZh-w,노보스인더스트리 NOBOSSINDUSTRY,0.0667,0.005,0.919,0.961,0.5973,0.3576,0.571925,0.0667,0.3576,0.459998,C
UChG9l7xHgT4Ilb-mpJK6V2A,다칸,0.0667,0.878,0.109,0.855,0.6688,0.8847,0.5433,0.0667,0.8847,0.6744,F
UCRORVNDqX69ViG64hI7fYrw,어썸코리아 클립,0.0667,0.009,0.683,0.996,0.7128,0.6094,0.4938,0.0667,0.6094,0.55053,D
UCIs6AoWiNrN3P7fQqsxNncA,최홍철,0.0667,0.017,0.044,0.138,0.4058,0.6048,0.19830000000000003,0.0667,0.6048,0.32419,A
UC9rKYV3KAFMkPc6Ft8YejzA,리틀타네의 슬기로운 생활,0.0667,0.006,0.991,0.054,0.7644,0.6157,0.32165,0.0667,0.6157,0.479875,D
UCABvetlXpdOwFz10fCpJkwQ,시온,0.0667,0.007,0.925,0.764,0.627,0.3622,0.51725,0.0667,0.3622,0.441925,C
UCQ_JKfRlczE8x304DRszrGA,공파리파,0.0667,0.004,0.117,0.009,0.6518,0.6084,0.11954999999999999,0.0667,0.6084,0.347755,A
UCeoAtQO7Tj_KEG8GRoNe4BA,김진우,0.0667,0.168,0.046,0.035,0.5048,0.6046,0.18605,0.0667,0.6046,0.342735,A
UCmZeuRfHYowZhf6odtoaNdg,집마 홀릭,0.0667,0.004,0.027,0.008,0.4733,0.3567,0.141425,0.0667,0.3567,0.213388,A
UC5T4b53jVkm07JbYoyYiu7A,흑백리뷰,0.0667,0.003,0.814,0.0,1.0,0.6067,0.20425,0.0667,0.6067,0.476475,D
UCeAnUT7zm00vcb1BS2-K8FQ,오지는 오진다,0.0667,0.008,0.029,0.993,0.6196,0.6067,0.3526,0.0667,0.6067,0.45555,C
UCl7MKZHz017uFK_gFrgD0sw,코코보라,0.0667,0.004,0.042,0.982,0.701,0.6064,0.33175,0.0667,0.6064,0.465355,C
UCQOL6_MBCFXr3M9OTmwl9pg,지존조세,0.0667,0.004,0.939,0.001,0.7471,0.612,0.29922499999999996,0.0667,0.612,0.462858,C
UClDDqUHkTuGrACrC7Vg1qDw,사과 sakwa,0.0667,0.299,0.083,0.0,0.8457,0.6118,0.134075,0.0667,0.6118,0.404853,B
UCBDngWGq1RyI4ZZoZPJ-t5A,대빠리 Daebbari,0.0667,0.027,0.006,0.108,0.5353,0.6101,0.151425,0.0667,0.6101,0.335248,A
UCSdzYITFKZQRCWKoDZcd5Dw,모든투자의정석,0.0667,0.024,0.001,0.994,0.3938,0.6003,0.4063,0.0667,0.6003,0.42339,B
UC6jh6fov4G5Pb8Pgy1DJDEA,DJ티비씨,0.0667,0.03,0.003,0.993,0.5973,0.6025,0.357175,0.0667,0.6025,0.450582,C
UCCMQyaKDjQJY79VimTdaYYQ,롤박사 해도리,0.0667,0.009,0.013,0.001,0.6867,0.6116,0.08407500000000001,0.0667,0.6116,0.340023,A
