channel_id,channel_title,sensitive_score,churn_prob,stagnation_prob,volatility_prob,regularity_score,active_viewer_score,traffic_risk,reputation_risk,fandom_risk,risk,rank
UCRnEWJKVc5FpC-9Z3CBt2ZQ,키키티비 Kikihappy,0.0133,0.005,0.689,0.02,0.6364,0.6043,0.2694,0.0133,0.6043,0.41185,B
UC-QIqPAffXGJVgy_tnn145w,KOVO,0.0133,0.005,0.775,0.005,0.4618,0.6066,0.3308,0.0133,0.6066,0.39982,B
UCIJBt-DqtODaUKGKI5H01fg,Toon Tube,0.0133,0.892,0.048,0.85,0.3649,0.607,0.606275,0.0133,0.607,0.513493,D
UCRZA4WlfUNWRUEW7oA81ZvQ,뚝지,0.0133,0.148,0.956,0.001,0.7303,0.8777,0.34367499999999995,0.0133,0.8777,0.581823,F
UCRaEQm6yar7P7FeVpkL8xYg,맹피셜,0.0133,0.011,0.958,0.0,0.6993,0.6067,0.31742499999999996,0.0133,0.6067,0.452547,C
UCLF1hNfWMvgq4zvR5qzDWgg,그리구라 GreeGura,0.0133,0.003,0.06,0.119,0.728,0.6073,0.1135,0.0133,0.6073,0.358,B
UCRb-Kl1gXJrXzKsI-I3egJw,시미켄 TV,0.0133,0.849,0.008,0.993,0.6197,0.8654,0.557575,0.0133,0.8654,0.656203,F
UCNOYTSGiu9bV6VjqnJa4ojw,멜로우TV,0.0133,0.005,0.942,0.007,0.667,0.6116,0.32175,0.0133,0.6116,0.448595,C
UCzDmGDR5RdahQkLCBoWlTEg,FC 온라인 Esports,0.0133,0.006,0.116,0.0,0.5869,0.6058,0.133775,0.0133,0.6058,0.332263,A
UCIFi7OKLR8fNIhxehFb9tgg,땡절스 DanJerous,0.0133,0.007,0.008,0.895,0.4552,0.6146,0.3637,0.0133,0.6146,0.41782,B
UCNK0-1KNIwowKzZu6tSjqsw,라이프타임,0.0133,0.002,0.019,0.019,0.868,0.6035,0.043,0.0133,0.6035,0.35623,B
UCIBoeAMqlic3emU6_crV9Vw,개인팟,0.0133,0.004,0.036,0.982,0.569,0.6139,0.36325,0.0133,0.6139,0.445765,C
UCRV0Gb4i99Aj9UiqCE8xlvw,CJ ENM Movie,0.0133,0.402,0.811,0.995,0.7035,0.8644,0.626125,0.0133,0.8644,0.711028,F
UCI5WgFSOVO9UJFcqQTiClHQ,풍자테레비,0.0133,0.054,0.812,0.001,0.7652,0.6077,0.27545000000000003,0.0133,0.6077,0.448435,C
UCzRDCwJdqSSRwI4BgojVkIw,핫스튜디오,0.0133,0.835,0.789,0.833,0.7906,0.6056,0.6666,0.0133,0.6056,0.64952,F
UCNWXNY7W1Dih__FM6OfH7ag,짱배 BB_BAE,0.0133,0.903,0.879,0.142,0.3731,0.8662,0.637725,0.0133,0.8662,0.634947,F
UCS6GXGMTU9MeDI00PvjH7Rw,KOCCA MUSIC,0.0133,0.009,0.049,0.995,0.4263,0.6024,0.406675,0.0133,0.6024,0.427203,B
UCx3yPlawkBXjATPVwuBsZIw,NICOLE 니콜,0.0133,0.009,0.281,0.945,0.7126,0.8715,0.38059999999999994,0.0133,0.8715,0.59338,F
UCw7ixHhCNLVW_By9i2pCDHg,티티 스튜디오(TT STUDIO),0.0133,0.406,0.987,0.995,0.459,0.8719,0.73225,0.0133,0.8719,0.705965,F
UC141BuVRzSSXJX33Am9yxEA,소니쇼게임방송,0.0133,0.003,0.977,0.248,0.7729,0.6076,0.36377499999999996,0.0133,0.6076,0.494483,D
UCw7yRqEtg39mNy2EfJCz7mg,백봉기티븨 BBGtv,0.0133,0.02,0.009,0.012,0.4345,0.6028,0.151625,0.0133,0.6028,0.301887,A
UCz0F9ndJTA0eL2XyL5R8YNg,멜봉 네덜란드 MelBong,0.0133,0.05,0.075,0.0,0.7596,0.3695,0.09134999999999999,0.0133,0.3695,0.259705,A
UCwvuDW6OjHyAcQUms9X31dg,한나TV,0.0133,0.879,0.961,0.079,0.5981,0.3564,0.580225,0.0133,0.3564,0.458527,C
UCLLGccON9y08RB7xqusu_Ww,바위골렘,0.0133,0.003,0.191,0.993,0.7491,0.6052,0.359475,0.0133,0.6052,0.485422,D
UCz0f0QwCOqdm35MPnmm89hA,주파수 라이브 ZUFASU LIVE,0.0133,0.004,0.982,0.995,0.7896,0.6025,0.54785,0.0133,0.6025,0.588655,F
UCNBfRyC9khKV79vL0srqqWA,장성규니버스 K-universe,0.0133,0.849,0.96,0.975,0.7275,0.6099,0.7641249999999999,0.0133,0.6099,0.684227,F
UCRGDfB1WfSdruo7bRGi1iuw,어썸기타,0.0133,0.045,0.985,0.188,0.4253,0.6036,0.448175,0.0133,0.6036,0.448183,C
UCRJX0GaKcnMO4L2EttYqPaQ,로미쌤,0.0133,0.894,0.995,0.971,0.498,0.6049,0.8405,0.0133,0.6049,0.66304,F
UCLKYLWsKF4waqDx8T_43hBw,유니버설 픽쳐스,0.0133,0.004,0.931,0.993,0.6863,0.9008,0.560425,0.0133,0.9008,0.688438,F
UCRK_M8zKoxiMMmRcnt_Eb9g,션 파블로 Sean Pablo,0.0133,0.153,0.007,0.976,0.7441,0.3576,0.347975,0.0133,0.3576,0.379382,B
UCIKTgeRySM8cQWFDGA7aC9g,메탈카드봇TV,0.0133,0.004,0.989,0.004,0.7557,0.6098,0.31032499999999996,0.0133,0.6098,0.464338,C
UC0kxn6Qw4ik_pFhZAlvHzHw,스튜디오:D,0.0133,0.003,0.89,0.994,1.0,0.6034,0.47175,0.0133,0.6034,0.603565,F
UCJCNS4-1Bff7H2fzuUCZzig,클래씨 ClassyTV,0.0133,0.004,0.081,0.018,0.6774,0.6043,0.1064,0.0133,0.6043,0.3406,A
UCSw7Ts6UNnjnuzpwvUC6QTw,다이아나Diana,0.0133,0.16,0.157,0.0,0.4515,0.6074,0.21637499999999998,0.0133,0.6074,0.340353,A
UCyUH1C9_ozagToXDxgGjFGg,엄마의 요리백과,0.0133,0.018,0.993,0.981,0.7221,0.606,0.567475,0.0133,0.606,0.582993,F
UC-BqPABOl7c7rR5EoJJZ0UA,방언니 - 방송국에 사는 언니들,0.0133,0.873,0.01,0.995,0.6793,0.6147,0.549675,0.0133,0.6147,0.566873,F
UCOY3LbxXxCd8SykBvcVJlzg,차도남 닥터준,0.0133,0.008,0.802,0.0,0.4858,0.6056,0.33105,0.0133,0.6056,0.405545,B
UCQ1MFiJ-jeJbm1DzkUCYVyQ,역시트레이너형님,0.0133,0.867,0.047,0.379,0.4472,0.613,0.46145,0.0133,0.613,0.464055,C
UCSuUYEy9DrHFxzNt5gRL_zA,홀리코리안 HOLYKOREAN,0.0133,0.01,0.765,0.865,0.7646,0.358,0.46885000000000004,0.0133,0.358,0.445105,C
UCMFtInytGPb98UUCjJHdsQw,재단법인 지관,0.0133,0.268,0.037,0.0,0.41,0.6019,0.22375,0.0133,0.6019,0.331465,A
UCKmQlVBsuwvArxWS9AmlLBA,깡레이더,0.0133,0.03,0.991,0.885,0.4817,0.6069,0.6060749999999999,0.0133,0.6069,0.542552,D
UCvUKUkIM67eWFbQemjj2-eA,마플의 잡다한채널,0.0133,0.004,0.952,0.0,0.8243,0.6106,0.282925,0.0133,0.6106,0.468108,C
UCPvwqht-XvcbbaUavs53ejg,입시덕후,0.0133,0.401,0.007,0.297,0.7851,0.6098,0.229975,0.0133,0.6098,0.431513,B
UCOaUB8RzbLXB7QZtCmMO-8A,메탈킴,0.0133,0.029,0.859,0.005,0.7742,0.3606,0.2797,0.0133,0.3606,0.35397,A
UCyc_LKrPkD56emyTrPu4KXA,냥꼬리,0.0133,0.842,0.1,0.089,0.4912,0.6192,0.38494999999999996,0.0133,0.6192,0.439285,C
UCJr77-8lpG_miCbTyxRv04w,약초꾼 이형설,0.0133,0.004,0.023,0.004,0.7329,0.3681,0.07452500000000001,0.0133,0.3681,0.244058,A
UCKd2rI7xVJm86kav7okWC6A,Official 섭이 S2 FConline KOR,0.0133,0.899,0.017,0.012,0.3975,0.6056,0.382625,0.0133,0.6056,0.409258,B
UCJtAFDmVo5_9dnobfV-rl1g,올영TV,0.0133,0.02,0.955,0.993,0.4903,0.6109,0.619425,0.0133,0.6109,0.552978,D
UCyEND5Fs12dRsUsmjBy4ZbQ,남서연SEOYEON,0.0133,0.047,0.984,0.0,0.7788,0.6092,0.31304999999999994,0.0133,0.6092,0.471235,C
UCSr3ldPbpz7w2iKctmJ972A,오늘도최효진 HyojinChoi,0.0133,0.299,0.991,0.971,0.6277,0.3595,0.658325,0.0133,0.3595,0.506217,D
UC0JG_PODzBXS5bYs5uoONlw,지읒asmr,0.0133,0.843,0.849,0.03,0.7529,0.8695,0.492275,0.0133,0.8695,0.658493,F
UCyFRoP5pwFPHCv6RrLIHxhA,미소,0.0133,0.232,0.004,0.274,0.4865,0.6018,0.255875,0.0133,0.6018,0.366613,B
UC0E8F4w1ANCuHCS-a4SYS4g,설민석 Seol Min Seok,0.0133,0.021,0.001,0.994,0.8308,0.606,0.2963,0.0133,0.606,0.47458,D
UCHcWTzTXALcjjfrcsXSCjRg,하루TV [HARUTV],0.0133,0.062,0.023,0.003,0.3669,0.6079,0.180275,0.0133,0.6079,0.301353,A
UCKUz_7LxgiMXa0lrwzzsKTQ,박수홍 행복해다홍,0.0133,0.006,0.013,0.096,0.7874,0.6157,0.0819,0.0133,0.6157,0.36041,B
UCOw9AWMLleR-RZ7mHI8Ij4A,종지부부,0.0133,0.008,0.049,0.026,0.6313,0.6059,0.11292500000000001,0.0133,0.6059,0.332978,A
UCOzhy2XI4hJgyZtisS15YQw,양대산맥,0.0133,0.894,0.962,0.0,0.419,0.6179,0.60925,0.0133,0.6179,0.532865,D
UC1l27Mw8GuCbmK0Z5SzIyRw,맛수령,0.0133,0.005,0.866,0.03,0.6833,0.6093,0.304425,0.0133,0.6093,0.443087,C
UCyPwyuEZLmXJXa0M24-Sh6Q,Jaurim,0.0133,0.424,0.99,0.055,0.5119,0.6088,0.48927499999999996,0.0133,0.6088,0.492463,D
UCySPtgDjPFwDa6ZWvMzPbyQ,ROKSEAL,0.0133,0.071,0.891,0.02,0.6875,0.6069,0.323625,0.0133,0.6069,0.452777,C
UCKFvoxDM0NoLChK9hCe7VfQ,삐루빼로,0.0133,0.005,0.932,0.0,0.6446,0.613,0.32310000000000005,0.0133,0.613,0.44423,C
UC-2wa6jvprl7hfCpvw0ULzg,오버워치,0.0133,0.113,0.019,0.897,0.4808,0.6076,0.38705,0.0133,0.6076,0.433095,B
UCPDiMzJdYb0Q-LxoP7W1j7g,김승배,0.0133,0.879,0.958,0.0,0.8041,0.8655,0.5082249999999999,0.0133,0.8655,0.677668,F
UCMJiRC8ebr3BM1bqSGy3lXA,강쥐G,0.0133,0.005,0.858,0.0,0.7305,0.6078,0.28312499999999996,0.0133,0.6078,0.443638,C
UCLGDwdJU3TQF34JgVAlvwBw,오버워치 이스포츠,0.0133,0.417,0.06,0.99,0.4618,0.6033,0.5013000000000001,0.0133,0.6033,0.48375,D
UC-tf6zl3dN2oTpvdTnBKScA,권혁수 감성,0.0133,0.832,0.031,0.001,0.3789,0.6043,0.371275,0.0133,0.6043,0.398412,B
UCMSz_yah88yZMC6js2p149A,로빈의밥상,0.0133,0.007,0.075,0.995,0.4665,0.6123,0.402625,0.0133,0.6123,0.439188,C
UCMOJFzyD8UyHnGMG_6eqv5w,크포,0.0133,0.195,0.657,0.0,0.4338,0.6135,0.35455000000000003,0.0133,0.6135,0.407455,B
UCvbJ9QMe4jjTsufYh4aDqWA,Mommy Son,0.0133,0.887,0.987,0.996,0.4486,0.8699,0.85535,0.0133,0.8699,0.764115,F
UC0bXUn25faBH-JzlUEHNh7g,웃긴협회,0.0133,0.016,0.198,0.997,0.8161,0.885,0.348725,0.0133,0.885,0.608718,F
UCxnUwmr_s4ba0G9lkxt_4uA,Dolly and Friends - 대한민국,0.0133,0.904,0.051,0.155,0.4868,0.6007,0.40580000000000005,0.0133,0.6007,0.44121,C
UCJfDSu2aV8gehh7f3ndclew,이게 최우선,0.0133,0.045,0.908,0.003,0.6983,0.3571,0.314425,0.0133,0.3571,0.350958,A
UCzhiEBaGQLmL4zC7xgG0eQw,연국의 내일 Plan B Yeonguk,0.0133,0.243,0.951,0.969,0.7711,0.369,0.5979749999999999,0.0133,0.369,0.515692,D
UCQ4eZwsMew7ZaV_HKXnQLGg,떼지네,0.0133,0.058,0.055,0.267,0.3897,0.6064,0.24757500000000002,0.0133,0.6064,0.340103,A
UCJQDi71H00IXCQbxAtFem3Q,DC튜브,0.0133,0.146,0.94,0.102,0.6316,0.3551,0.3891,0.0133,0.3551,0.37082,B
UCJU6Tal7hGSu7MdAmKVuj-Q,리우군의 다락방,0.0133,0.393,0.879,0.993,0.6552,0.6117,0.65245,0.0133,0.6117,0.611035,F
UCJg9L0svbnuPcjOcqLbi_3g,김인호TV,0.0133,0.003,0.994,0.949,0.7476,0.6107,0.5496,0.0133,0.6107,0.58231,F
UCQ2a9oTOgf1P5y32uiS-whQ,Route 9 루트나인,0.0133,0.274,0.991,0.988,0.4389,0.606,0.703525,0.0133,0.606,0.580218,F
UCcL8PoeJCC6DwAcKyzw_eQg,코인스코어,0.0067,0.894,0.002,0.993,0.6524,0.6024,0.55915,0.0067,0.6024,0.559305,D
UCmluYHFpXNxXhabzn87kPfA,lEtudel,0.0067,0.223,0.966,0.001,0.541,0.6052,0.41225,0.0067,0.6052,0.459125,C
UCAaLhok91QDrweyuDRsmjqQ,킴성태TV,0.0067,0.004,0.019,0.002,0.6517,0.6069,0.09332500000000002,0.0067,0.6069,0.328018,A
UCE6YwE9sMhS698Jc9_VGrIA,밀리터리생활 탐구,0.0067,0.813,0.129,0.021,0.739,0.6098,0.306,0.0067,0.6098,0.45734,C
UCs9H--14toIRdJQAD9qz9tA,곽토리 kwak tori,0.0067,0.018,0.221,0.066,0.4266,0.6037,0.21960000000000002,0.0067,0.6037,0.3336,A
UCnwA84tROxLzFSyUl7CI07A,앵보,0.0067,0.005,0.031,0.007,0.7576,0.3679,0.07134999999999998,0.0067,0.3679,0.247905,A
UC1Do3xw9OuUk7FQuPTmSVOw,지식보관소,0.0067,0.019,0.979,0.004,0.7956,0.3594,0.3016,0.0067,0.3594,0.36913,B
UCmpiTmeMBPnaK6JAS12pe7w,북한산용궁사tv오왕근,0.0067,0.006,0.108,0.036,0.7295,0.3614,0.105125,0.0067,0.3614,0.255167,A
UCOrE-P2gXzll-lTt5XMk3Jw,강쌤철물,0.0067,0.006,0.137,0.966,0.771,0.3562,0.3345,0.0067,0.3562,0.37815,B
UCl8OVxF0iHY3uFEgXz9w00g,멋진기영TV,0.0067,0.114,0.258,0.837,0.7788,0.6103,0.35755000000000003,0.0067,0.6103,0.493265,D
UCOqeF8PL2vH0vsRD_tnzY8Q,도아TV,0.0067,0.003,0.055,0.001,0.7824,0.6026,0.06915,0.0067,0.6026,0.346885,A
UCZ55qC4VYhtjcadp4wO5Wwg,예콩이네,0.0067,0.003,0.083,0.965,0.7243,0.6137,0.33167499999999994,0.0067,0.6137,0.468063,C
UCbx9MaT1BAc1A2ZhNQtpkmQ,도사우치,0.0067,0.06,0.053,0.001,0.6281,0.3618,0.121475,0.0067,0.3618,0.238153,A
UCXbRURMKT3H_w8dT-DWLIxA,fromis_9,0.0067,0.013,0.99,0.994,0.6294,0.8742,0.5919,0.0067,0.8742,0.67865,F
UCDwocU-T3PPaB075K_PbUHA,영어말하기-Speak English,0.0067,0.009,0.991,0.0,0.8154,0.606,0.29615,0.0067,0.606,0.469995,C
UC_6KWajhpTGG3LFpBLqkqXg,NPOP,0.0067,0.022,0.395,0.996,0.3681,0.608,0.511225,0.0067,0.608,0.466507,C
UCwuLoOntr78Ab37BuntMWEg,iGoBart,0.0067,0.007,0.879,0.002,0.7114,0.3594,0.29415,0.0067,0.3594,0.344355,A
UCRYW4oLwQFhyGqnj_hbQ5Tg,caro Vlogs 까로,0.0067,0.292,0.846,0.0,0.7719,0.3571,0.34152499999999997,0.0067,0.3571,0.382247,B
UCbdw6g4l-fjSOPwv0AJxczA,치유 cheeu,0.0067,0.024,0.987,0.105,0.4613,0.6058,0.41367499999999996,0.0067,0.6058,0.440153,C
UC_-jP0vJCb_8dQoVgMYNfxw,고양이탐정TV,0.0067,0.024,0.875,0.001,0.4248,0.3653,0.3688,0.0067,0.3653,0.31239,A
UCeMnE-DVMyn_XOZ4NcGtp6A,텃밭농부,0.0067,0.004,0.954,0.0,0.7857,0.3627,0.293075,0.0067,0.3627,0.363712,B
UC3NIb2qVtwunRNmypsDpQzA,파이브,0.0067,0.332,0.006,0.278,0.4748,0.8774,0.2853,0.0067,0.8774,0.48798,D
UCII-TCayU-6gkfzfgJKsFZw,망구 MANGOO,0.0067,0.098,0.002,0.065,0.6881,0.6082,0.119225,0.0067,0.6082,0.350587,A
UC5UK2NKBrhi_Szk2J7QVUmQ,민지영TV MJYTV,0.0067,0.083,0.107,0.0,0.8443,0.3697,0.08642499999999999,0.0067,0.3697,0.277837,A
UCmancFdm_54LtWlxggqkruQ,박코 Bako,0.0067,0.017,0.982,0.015,0.5608,0.604,0.3633,0.0067,0.604,0.43912,C
UCP1rKrteinsrN5yxtF435EA,즐기는 남자들,0.0067,0.004,0.953,0.022,0.8404,0.6054,0.28464999999999996,0.0067,0.6054,0.470255,C
UCp0OmOWCVNzKh4du1dCvpLQ,스튜디오 피넛버터 - Studio Peanut Butter,0.0067,0.069,0.043,0.111,0.3978,0.3643,0.2063,0.0067,0.3643,0.22399,A
UCBZqXn7fw4pMwk9vFYkoDJQ,파이.D,0.0067,0.886,0.994,0.988,0.4078,0.6137,0.86505,0.0067,0.6137,0.655625,F
UCy7ecXWXcl64rUMTAGPM4Xw,🚩진소리&《김봉곤TV》,0.0067,0.402,0.013,0.988,0.4627,0.6145,0.48507500000000003,0.0067,0.6145,0.479683,D
UC0WXpjw0Uayhz-z8be0ILeQ,급매물과 반값매매,0.0067,0.006,0.109,0.0,0.73,,0.09625,0.0067,,,
UC_gaUd0RTRlwyuAf-Tj9gPQ,카진성,0.0067,0.004,0.961,0.0,0.8478,0.6134,0.2793,0.0067,0.6134,0.47263,C
UCO4RG1vk36RKwc2z6TZ7Djw,이퓨 IFFU,0.0067,0.004,0.988,0.995,0.6123,0.6044,0.5936750000000001,0.0067,0.6044,0.567343,F
UCrFFbADYO1jrXxefP9MivWA,힘콩 himkong,0.0067,0.857,0.667,0.013,0.3946,0.606,0.5356,0.0067,0.606,0.48452,D
UC41GuD_I41eEuo7KJUbnnRQ,훈타민 Hoontamin,0.0067,0.003,0.908,0.937,0.7716,0.6015,0.5191,0.0067,0.6015,0.56872,F
UC_Xjg_BpywMUOUZvN67Ua6w,smilemedia,0.0067,0.008,0.013,0.054,0.7395,0.6038,0.08387499999999999,0.0067,0.6038,0.344002,A
UCnCPMu4B4MW-9ZRKdkk6rNw,허스키 바이러스 HuskyVirus,0.0067,0.949,0.228,0.044,0.4186,0.8713,0.4506,0.0067,0.8713,0.55414,D
UCnKyjmpTUbNZoclI4c3csrg,크니쁘니와 친구들,0.0067,0.873,0.002,0.995,0.4513,0.8749,0.6046750000000001,0.0067,0.8749,0.640793,F
UCxRlvng0zVoyEBhutAuXfzQ,유봉훈,0.0067,0.003,0.08,0.0,0.7895,0.6078,0.07337500000000001,0.0067,0.6078,0.352853,A
UCJmcPVY4dC0e3L5_eemKtlg,미선임파서블,0.0067,0.189,0.013,0.986,0.3677,0.6055,0.455075,0.0067,0.6055,0.437333,C
UC6c5kjucINs9l9WyIcGd4gA,우주여행TV,0.0067,0.04,0.99,0.015,0.7872,0.3572,0.31445,0.0067,0.3572,0.372575,B
UCyyCXaPt37-4rTpDvL6niMA,뽀롱뽀롱 뽀로로 l 이야기・동화,0.0067,0.004,0.978,0.976,0.6518,0.6047,0.57655,0.0067,0.6047,0.568775,F
UCD2KROktGHeRad9_Eolc3EQ,제주커플jeju-couple,0.0067,0.025,0.099,0.092,0.6877,0.6113,0.132075,0.0067,0.6113,0.358152,B
UCONTlrUj5pVn7LammlleLJg,놀면서 배우는 심리학,0.0067,0.006,0.167,0.136,0.6372,0.6064,0.16795000000000002,0.0067,0.6064,0.361505,B
UC3kgosidfK3i_47Q2otmmGw,룰루랄라 뮤직 - LuluLala Music,0.0067,0.926,0.045,0.001,0.4387,0.8974,0.383325,0.0067,0.8974,0.535968,D
UCOock_9qHke843-hGjnVYHQ,책그림,0.0067,0.078,0.947,0.085,0.4284,0.6045,0.4204,0.0067,0.6045,0.43477,B
UCF8W68PS2Ltz17lTDSptDvg,천뚱TV,0.0067,0.132,0.05,0.029,0.5918,0.6081,0.1548,0.0067,0.6081,0.34426,A
UCaDuYXPsRMPaQow-XP5KOqA,남피디와 아이들,0.0067,0.003,0.774,0.007,0.9319,0.3664,0.21302500000000002,0.0067,0.3664,0.361718,B
UCYG8tuvbQzWsDeoADyJFU8Q,안기효 TV,0.0067,0.003,0.859,0.925,1.0,0.6032,0.44675,0.0067,0.6032,0.590325,F
UCrnEfgTKtQa945F-QwtgDXw,트롯가왕,0.0067,0.003,0.995,0.075,0.8161,0.3568,0.314225,0.0067,0.3568,0.379528,B
UC4gufpwYMB81tHLQplmRk2w,코코비 장난감 - 어린이 놀이 교실,0.0067,0.003,0.994,0.997,0.7468,0.6071,0.5618,0.0067,0.6071,0.58611,F
UCpJGzvFHpjMw3i-Wgr_eogw,정신과의사 뇌부자들,0.0067,0.004,0.01,0.088,0.7833,0.6077,0.079675,0.0067,0.6077,0.354413,A
UCPpYonu8HMQCvNVcG2xYgwA,Soy ASMR,0.0067,0.877,0.843,0.004,0.5843,0.6098,0.534925,0.0067,0.6098,0.533127,D
UCFKoZGmbCbIN5nKi-zlIcmw,T1 Esports,0.0067,0.031,0.921,0.001,0.4805,0.603,0.36812500000000004,0.0067,0.603,0.421057,B
UC-rL1o4m5UamXY7lzGw8P8Q,찌워니의 삶,0.0067,0.865,0.993,0.983,0.5533,0.8684,0.821925,0.0067,0.8684,0.772317,F
UCcc8hGY5L6S874k6o_J1v7w,고고씽 GOGOSING ,0.0067,0.003,0.989,0.996,0.7405,0.6044,0.561875,0.0067,0.6044,0.583492,F
UClNtQT7MUBNnBMVp5Xya-hQ,유깻잎,0.0067,0.403,0.931,0.193,0.642,0.6046,0.47125000000000006,0.0067,0.6046,0.513635,D
UCm2BO5JBNKwja6D34cPk_hQ,싱글즈,0.0067,0.008,0.002,0.996,0.6448,0.361,0.3403,0.0067,0.361,0.35142,A
UC5jSCU8FpKGr8P5Z-p-70lw,브레이너 제이의 숙면 여행,0.0067,0.041,0.991,0.995,0.6981,0.6054,0.582225,0.0067,0.6054,0.583468,F
UCZp9xeMSXrhlxFvOEuBCoAQ,강병휘의 Station.B,0.0067,0.005,0.158,0.105,0.7151,0.6082,0.13822500000000001,0.0067,0.6082,0.366837,B
UCpRLkb38tHVxVHxQYdfPn3g,호북이,0.0067,0.076,0.991,0.969,0.4347,0.614,0.650325,0.0067,0.614,0.555107,D
UCYTtpiM-uCe_9Ar_HD8YsMw,로봇알포 ARPO The Robot,0.0067,0.919,0.006,0.949,0.3915,0.6009,0.620625,0.0067,0.6009,0.524218,D
UCknnfn7OgYornAGZuP7EElQ,허준허튜브 (상식퇴비),0.0067,0.289,0.995,0.994,0.5719,0.6153,0.676525,0.0067,0.6153,0.603028,F
UCMWjW6pofWn1f988jGd4-xw,딩고 뷰티 / dingo beauty,0.0067,0.921,0.005,0.995,0.4278,0.6044,0.6233,0.0067,0.6044,0.53603,D
UCtLTQj-aLL3ov7AYEE2SofA,진돌,0.0067,0.003,0.071,0.002,0.8352,0.6094,0.06019999999999999,0.0067,0.6094,0.35833,B
UCSQeTO5jMJNly5FC_itdN9Q,Apple Tape BTS,0.0067,0.878,0.732,0.98,0.4764,,0.7784,0.0067,,,
UCv-3DJsuP0DBjQyknHaxncg,HOZZAA2,0.0067,0.356,0.073,0.033,0.634,0.8751,0.207,0.0067,0.8751,0.48771,D
UCgw_dr9Y8mZ4uzJLXDVTBSw,김복순,0.0067,0.054,0.954,0.0,0.8341,0.615,0.29347500000000004,0.0067,0.615,0.476932,D
UC8rbhIem-3aAsNXhTDI-nSA,행돌,0.0067,0.003,0.054,0.0,0.8197,0.6107,0.059325,0.0067,0.6107,0.354538,A
UCUlykKBn12YNqb2U2rnogGQ,혜수몬 Hyesumon ,0.0067,0.033,0.306,0.0,0.5773,,0.19042499999999998,0.0067,,,
UCRvtSqoNIN8zdxCGgMkAZ0w,Cartoon Network Korea,0.0067,0.003,0.99,0.179,0.8532,0.3544,0.3297,0.0067,0.3544,0.39558,B
UCUiyNd-JORpW9Mokxoirf_w,코코비 게임 세상,0.0067,0.025,0.995,0.003,0.7666,,0.3141,0.0067,,,
UCuH8eA3RPhQcOF_-3vRB51A,리필드재영,0.0067,0.067,0.177,0.993,0.5239,0.6071,0.428275,0.0067,0.6071,0.463622,C
UC1KyleI8bKHeY-lnjM9YT1Q,쫑알쫑알 똘똘이TV · Toritori,0.0067,0.021,0.353,0.994,0.4387,0.6092,0.482325,0.0067,0.6092,0.470187,C
UCw0qRuJiJ47bLwUc_YgS3TQ,박병일의 명장본색,0.0067,0.058,0.994,0.955,0.43,0.606,0.64425,0.0067,0.606,0.547695,D
UCG7IjFUQzAxx060OjBXOveA,쵸비 Chovy,0.0067,0.061,0.988,0.845,0.4029,0.6103,0.622775,0.0067,0.6103,0.531902,D
UC1jqKhOY5FlMDRI5TF_myTw,호양이 김우현,0.0067,0.007,0.935,0.007,0.6774,0.6126,0.3179,0.0067,0.6126,0.44901,C
UChdVrewKcV9b_PMmvscTdGg,천대표 Julius Chun,0.0067,0.903,0.992,0.193,0.4406,0.3584,0.66185,0.0067,0.3584,0.460105,C
UCulur1hLC2ca8oJn0xt9ojA,도로시Games,0.0067,0.006,0.99,0.001,0.6851,0.6091,0.327975,0.0067,0.6091,0.454572,C
UCh5VQv8pJfy4my9vs9Xb6tw,띵플레이어,0.0067,0.003,0.892,0.0,1.0,0.6023,0.22375,0.0067,0.6023,0.478465,D
UCI3mHMt-wivlZ3LS_1KiPHQ,장동선의 궁금한 뇌,0.0067,0.007,0.755,0.993,0.7893,0.6092,0.491425,0.0067,0.6092,0.562388,D
UC7cI0wzLVBktRsMeNZNCkpQ,Sally 셀리,0.0067,0.87,0.921,0.001,0.4149,,0.5942749999999999,0.0067,,,
UCHS-3P-lLr-3kF79mxPFWVg,여행에미치다,0.0067,0.026,0.093,0.982,0.3955,0.6033,0.426375,0.0067,0.6033,0.429052,B
UC8LPp9CiM5cCK22HgIgcOiA,사둥이네TV,0.0067,0.006,0.13,0.0,0.8029,0.3666,0.08327500000000002,0.0067,0.3666,0.264672,A
UCHE7GBQVtdh-c1m3tjFdevQ,징버거 JINGBURGER,0.0067,0.005,0.827,0.001,0.6293,0.3659,0.300925,0.0067,0.3659,0.329817,A
UCLdl1VFKWH0rgFJMpVatyjQ,이십세들,0.0067,0.004,0.994,0.034,0.6976,0.6032,0.3336,0.0067,0.6032,0.45815,C
UCHecgF6jOunc1UsO021EiGQ,임실들깨아줌마,0.0067,0.005,0.012,0.231,0.7684,0.6066,0.1199,0.0067,0.6066,0.37036,B
UCTTjblmJnsEe8Rq71WzJ9Tw,Maru & 마루TV& マルTV,0.0067,0.903,0.065,0.969,0.6464,0.6058,0.57265,0.0067,0.6058,0.565915,F
UCu3fb8z9kmDqi1tXIlc4wGg,레진코믹스,0.0067,0.081,0.013,0.021,0.7404,0.3708,0.09365000000000001,0.0067,0.3708,0.255915,A
UC8GVX05oeuw4vTWve7QYULw,가든의 세계여행,0.0067,0.912,0.962,0.0,0.5117,0.3689,0.5905750000000001,0.0067,0.3689,0.446442,C
